left,center,right,mask,steering
driving_model/sim_data/RGB\left_04057.png,driving_model/sim_data/RGB\center_04057.png,driving_model/sim_data/RGB\right_04057.png,driving_model/sim_data/masks\04057.png,-0.02116006799042225
driving_model/sim_data/RGB\left_04058.png,driving_model/sim_data/RGB\center_04058.png,driving_model/sim_data/RGB\right_04058.png,driving_model/sim_data/masks\04058.png,-0.022199885919690132
driving_model/sim_data/RGB\left_04059.png,driving_model/sim_data/RGB\center_04059.png,driving_model/sim_data/RGB\right_04059.png,driving_model/sim_data/masks\04059.png,-0.02202415280044079
driving_model/sim_data/RGB\left_04060.png,driving_model/sim_data/RGB\center_04060.png,driving_model/sim_data/RGB\right_04060.png,driving_model/sim_data/masks\04060.png,-0.022894686087965965
driving_model/sim_data/RGB\left_04061.png,driving_model/sim_data/RGB\center_04061.png,driving_model/sim_data/RGB\right_04061.png,driving_model/sim_data/masks\04061.png,-0.02090509422123432
driving_model/sim_data/RGB\left_04062.png,driving_model/sim_data/RGB\center_04062.png,driving_model/sim_data/RGB\right_04062.png,driving_model/sim_data/masks\04062.png,-0.02227267622947693
driving_model/sim_data/RGB\left_04063.png,driving_model/sim_data/RGB\center_04063.png,driving_model/sim_data/RGB\right_04063.png,driving_model/sim_data/masks\04063.png,-0.02140859328210354
driving_model/sim_data/RGB\left_04064.png,driving_model/sim_data/RGB\center_04064.png,driving_model/sim_data/RGB\right_04064.png,driving_model/sim_data/masks\04064.png,-0.0007912935689091682
driving_model/sim_data/RGB\left_04065.png,driving_model/sim_data/RGB\center_04065.png,driving_model/sim_data/RGB\right_04065.png,driving_model/sim_data/masks\04065.png,0.00017573311924934387
driving_model/sim_data/RGB\left_04066.png,driving_model/sim_data/RGB\center_04066.png,driving_model/sim_data/RGB\right_04066.png,driving_model/sim_data/masks\04066.png,0.0
driving_model/sim_data/RGB\left_04067.png,driving_model/sim_data/RGB\center_04067.png,driving_model/sim_data/RGB\right_04067.png,driving_model/sim_data/masks\04067.png,-0.0032572404015809298
driving_model/sim_data/RGB\left_04068.png,driving_model/sim_data/RGB\center_04068.png,driving_model/sim_data/RGB\right_04068.png,driving_model/sim_data/masks\04068.png,-0.005813238676637411
driving_model/sim_data/RGB\left_04069.png,driving_model/sim_data/RGB\center_04069.png,driving_model/sim_data/RGB\right_04069.png,driving_model/sim_data/masks\04069.png,-0.0047616418451070786
driving_model/sim_data/RGB\left_04070.png,driving_model/sim_data/RGB\center_04070.png,driving_model/sim_data/RGB\right_04070.png,driving_model/sim_data/masks\04070.png,-0.004122287500649691
driving_model/sim_data/RGB\left_04071.png,driving_model/sim_data/RGB\center_04071.png,driving_model/sim_data/RGB\right_04071.png,driving_model/sim_data/masks\04071.png,-0.0037146585527807474
driving_model/sim_data/RGB\left_04072.png,driving_model/sim_data/RGB\center_04072.png,driving_model/sim_data/RGB\right_04072.png,driving_model/sim_data/masks\04072.png,-0.0032948963344097137
driving_model/sim_data/RGB\left_04073.png,driving_model/sim_data/RGB\center_04073.png,driving_model/sim_data/RGB\right_04073.png,driving_model/sim_data/masks\04073.png,-0.0030122578609734774
driving_model/sim_data/RGB\left_04074.png,driving_model/sim_data/RGB\center_04074.png,driving_model/sim_data/RGB\right_04074.png,driving_model/sim_data/masks\04074.png,-0.12522239983081818
driving_model/sim_data/RGB\left_04075.png,driving_model/sim_data/RGB\center_04075.png,driving_model/sim_data/RGB\right_04075.png,driving_model/sim_data/masks\04075.png,-0.08649991452693939
driving_model/sim_data/RGB\left_04076.png,driving_model/sim_data/RGB\center_04076.png,driving_model/sim_data/RGB\right_04076.png,driving_model/sim_data/masks\04076.png,-0.07664453983306885
driving_model/sim_data/RGB\left_04077.png,driving_model/sim_data/RGB\center_04077.png,driving_model/sim_data/RGB\right_04077.png,driving_model/sim_data/masks\04077.png,-0.06899045407772064
driving_model/sim_data/RGB\left_04078.png,driving_model/sim_data/RGB\center_04078.png,driving_model/sim_data/RGB\right_04078.png,driving_model/sim_data/masks\04078.png,-0.06217200309038162
driving_model/sim_data/RGB\left_04079.png,driving_model/sim_data/RGB\center_04079.png,driving_model/sim_data/RGB\right_04079.png,driving_model/sim_data/masks\04079.png,-0.056064266711473465
driving_model/sim_data/RGB\left_04080.png,driving_model/sim_data/RGB\center_04080.png,driving_model/sim_data/RGB\right_04080.png,driving_model/sim_data/masks\04080.png,-0.05060940980911255
driving_model/sim_data/RGB\left_04081.png,driving_model/sim_data/RGB\center_04081.png,driving_model/sim_data/RGB\right_04081.png,driving_model/sim_data/masks\04081.png,-0.04576795920729637
driving_model/sim_data/RGB\left_04082.png,driving_model/sim_data/RGB\center_04082.png,driving_model/sim_data/RGB\right_04082.png,driving_model/sim_data/masks\04082.png,-0.04148218035697937
driving_model/sim_data/RGB\left_04083.png,driving_model/sim_data/RGB\center_04083.png,driving_model/sim_data/RGB\right_04083.png,driving_model/sim_data/masks\04083.png,-0.0376335047185421
driving_model/sim_data/RGB\left_04084.png,driving_model/sim_data/RGB\center_04084.png,driving_model/sim_data/RGB\right_04084.png,driving_model/sim_data/masks\04084.png,-0.03418073058128357
driving_model/sim_data/RGB\left_04085.png,driving_model/sim_data/RGB\center_04085.png,driving_model/sim_data/RGB\right_04085.png,driving_model/sim_data/masks\04085.png,-0.031080156564712524
driving_model/sim_data/RGB\left_04086.png,driving_model/sim_data/RGB\center_04086.png,driving_model/sim_data/RGB\right_04086.png,driving_model/sim_data/masks\04086.png,-0.028237761929631233
driving_model/sim_data/RGB\left_04087.png,driving_model/sim_data/RGB\center_04087.png,driving_model/sim_data/RGB\right_04087.png,driving_model/sim_data/masks\04087.png,-0.02572448179125786
driving_model/sim_data/RGB\left_04088.png,driving_model/sim_data/RGB\center_04088.png,driving_model/sim_data/RGB\right_04088.png,driving_model/sim_data/masks\04088.png,-0.023424169048666954
driving_model/sim_data/RGB\left_04089.png,driving_model/sim_data/RGB\center_04089.png,driving_model/sim_data/RGB\right_04089.png,driving_model/sim_data/masks\04089.png,-0.021391546353697777
driving_model/sim_data/RGB\left_04090.png,driving_model/sim_data/RGB\center_04090.png,driving_model/sim_data/RGB\right_04090.png,driving_model/sim_data/masks\04090.png,-0.01954815536737442
driving_model/sim_data/RGB\left_04091.png,driving_model/sim_data/RGB\center_04091.png,driving_model/sim_data/RGB\right_04091.png,driving_model/sim_data/masks\04091.png,-0.017896370962262154
driving_model/sim_data/RGB\left_04092.png,driving_model/sim_data/RGB\center_04092.png,driving_model/sim_data/RGB\right_04092.png,driving_model/sim_data/masks\04092.png,-0.016398094594478607
driving_model/sim_data/RGB\left_04093.png,driving_model/sim_data/RGB\center_04093.png,driving_model/sim_data/RGB\right_04093.png,driving_model/sim_data/masks\04093.png,-0.015057409182190895
driving_model/sim_data/RGB\left_04094.png,driving_model/sim_data/RGB\center_04094.png,driving_model/sim_data/RGB\right_04094.png,driving_model/sim_data/masks\04094.png,-0.11168462038040161
driving_model/sim_data/RGB\left_04095.png,driving_model/sim_data/RGB\center_04095.png,driving_model/sim_data/RGB\right_04095.png,driving_model/sim_data/masks\04095.png,-0.08011401444673538
driving_model/sim_data/RGB\left_04096.png,driving_model/sim_data/RGB\center_04096.png,driving_model/sim_data/RGB\right_04096.png,driving_model/sim_data/masks\04096.png,-0.0722050741314888
driving_model/sim_data/RGB\left_04097.png,driving_model/sim_data/RGB\center_04097.png,driving_model/sim_data/RGB\right_04097.png,driving_model/sim_data/masks\04097.png,-0.06619381159543991
driving_model/sim_data/RGB\left_04098.png,driving_model/sim_data/RGB\center_04098.png,driving_model/sim_data/RGB\right_04098.png,driving_model/sim_data/masks\04098.png,-0.06051842123270035
driving_model/sim_data/RGB\left_04099.png,driving_model/sim_data/RGB\center_04099.png,driving_model/sim_data/RGB\right_04099.png,driving_model/sim_data/masks\04099.png,-0.16300977766513824
driving_model/sim_data/RGB\left_04100.png,driving_model/sim_data/RGB\center_04100.png,driving_model/sim_data/RGB\right_04100.png,driving_model/sim_data/masks\04100.png,-0.12459110468626022
driving_model/sim_data/RGB\left_04101.png,driving_model/sim_data/RGB\center_04101.png,driving_model/sim_data/RGB\right_04101.png,driving_model/sim_data/masks\04101.png,-0.11564690619707108
driving_model/sim_data/RGB\left_04102.png,driving_model/sim_data/RGB\center_04102.png,driving_model/sim_data/RGB\right_04102.png,driving_model/sim_data/masks\04102.png,-0.10473659634590149
driving_model/sim_data/RGB\left_04103.png,driving_model/sim_data/RGB\center_04103.png,driving_model/sim_data/RGB\right_04103.png,driving_model/sim_data/masks\04103.png,-0.20855490863323212
driving_model/sim_data/RGB\left_04104.png,driving_model/sim_data/RGB\center_04104.png,driving_model/sim_data/RGB\right_04104.png,driving_model/sim_data/masks\04104.png,-0.16552646458148956
driving_model/sim_data/RGB\left_04105.png,driving_model/sim_data/RGB\center_04105.png,driving_model/sim_data/RGB\right_04105.png,driving_model/sim_data/masks\04105.png,-0.14960257709026337
driving_model/sim_data/RGB\left_04106.png,driving_model/sim_data/RGB\center_04106.png,driving_model/sim_data/RGB\right_04106.png,driving_model/sim_data/masks\04106.png,-0.2466944307088852
driving_model/sim_data/RGB\left_04107.png,driving_model/sim_data/RGB\center_04107.png,driving_model/sim_data/RGB\right_04107.png,driving_model/sim_data/masks\04107.png,-0.20080046355724335
driving_model/sim_data/RGB\left_04108.png,driving_model/sim_data/RGB\center_04108.png,driving_model/sim_data/RGB\right_04108.png,driving_model/sim_data/masks\04108.png,-0.17863741517066956
driving_model/sim_data/RGB\left_04109.png,driving_model/sim_data/RGB\center_04109.png,driving_model/sim_data/RGB\right_04109.png,driving_model/sim_data/masks\04109.png,-0.27247029542922974
driving_model/sim_data/RGB\left_04110.png,driving_model/sim_data/RGB\center_04110.png,driving_model/sim_data/RGB\right_04110.png,driving_model/sim_data/masks\04110.png,-0.215427964925766
driving_model/sim_data/RGB\left_04111.png,driving_model/sim_data/RGB\center_04111.png,driving_model/sim_data/RGB\right_04111.png,driving_model/sim_data/masks\04111.png,-0.19074074923992157
driving_model/sim_data/RGB\left_04112.png,driving_model/sim_data/RGB\center_04112.png,driving_model/sim_data/RGB\right_04112.png,driving_model/sim_data/masks\04112.png,-0.27957358956336975
driving_model/sim_data/RGB\left_04113.png,driving_model/sim_data/RGB\center_04113.png,driving_model/sim_data/RGB\right_04113.png,driving_model/sim_data/masks\04113.png,-0.22586360573768616
driving_model/sim_data/RGB\left_04114.png,driving_model/sim_data/RGB\center_04114.png,driving_model/sim_data/RGB\right_04114.png,driving_model/sim_data/masks\04114.png,-0.3025380074977875
driving_model/sim_data/RGB\left_04115.png,driving_model/sim_data/RGB\center_04115.png,driving_model/sim_data/RGB\right_04115.png,driving_model/sim_data/masks\04115.png,-0.2451743185520172
driving_model/sim_data/RGB\left_04116.png,driving_model/sim_data/RGB\center_04116.png,driving_model/sim_data/RGB\right_04116.png,driving_model/sim_data/masks\04116.png,-0.21265695989131927
driving_model/sim_data/RGB\left_04117.png,driving_model/sim_data/RGB\center_04117.png,driving_model/sim_data/RGB\right_04117.png,driving_model/sim_data/masks\04117.png,-0.28992152214050293
driving_model/sim_data/RGB\left_04118.png,driving_model/sim_data/RGB\center_04118.png,driving_model/sim_data/RGB\right_04118.png,driving_model/sim_data/masks\04118.png,-0.23346349596977234
driving_model/sim_data/RGB\left_04119.png,driving_model/sim_data/RGB\center_04119.png,driving_model/sim_data/RGB\right_04119.png,driving_model/sim_data/masks\04119.png,-0.3018398880958557
driving_model/sim_data/RGB\left_04120.png,driving_model/sim_data/RGB\center_04120.png,driving_model/sim_data/RGB\right_04120.png,driving_model/sim_data/masks\04120.png,-0.24479477107524872
driving_model/sim_data/RGB\left_04121.png,driving_model/sim_data/RGB\center_04121.png,driving_model/sim_data/RGB\right_04121.png,driving_model/sim_data/masks\04121.png,-0.3059287369251251
driving_model/sim_data/RGB\left_04122.png,driving_model/sim_data/RGB\center_04122.png,driving_model/sim_data/RGB\right_04122.png,driving_model/sim_data/masks\04122.png,-0.24865613877773285
driving_model/sim_data/RGB\left_04123.png,driving_model/sim_data/RGB\center_04123.png,driving_model/sim_data/RGB\right_04123.png,driving_model/sim_data/masks\04123.png,-0.21833132207393646
driving_model/sim_data/RGB\left_04124.png,driving_model/sim_data/RGB\center_04124.png,driving_model/sim_data/RGB\right_04124.png,driving_model/sim_data/masks\04124.png,-0.2800742983818054
driving_model/sim_data/RGB\left_04125.png,driving_model/sim_data/RGB\center_04125.png,driving_model/sim_data/RGB\right_04125.png,driving_model/sim_data/masks\04125.png,-0.22858355939388275
driving_model/sim_data/RGB\left_04126.png,driving_model/sim_data/RGB\center_04126.png,driving_model/sim_data/RGB\right_04126.png,driving_model/sim_data/masks\04126.png,-0.2850247323513031
driving_model/sim_data/RGB\left_04127.png,driving_model/sim_data/RGB\center_04127.png,driving_model/sim_data/RGB\right_04127.png,driving_model/sim_data/masks\04127.png,-0.23271434009075165
driving_model/sim_data/RGB\left_04128.png,driving_model/sim_data/RGB\center_04128.png,driving_model/sim_data/RGB\right_04128.png,driving_model/sim_data/masks\04128.png,-0.20200279355049133
driving_model/sim_data/RGB\left_04129.png,driving_model/sim_data/RGB\center_04129.png,driving_model/sim_data/RGB\right_04129.png,driving_model/sim_data/masks\04129.png,-0.2645459473133087
driving_model/sim_data/RGB\left_04130.png,driving_model/sim_data/RGB\center_04130.png,driving_model/sim_data/RGB\right_04130.png,driving_model/sim_data/masks\04130.png,-0.21344541013240814
driving_model/sim_data/RGB\left_04131.png,driving_model/sim_data/RGB\center_04131.png,driving_model/sim_data/RGB\right_04131.png,driving_model/sim_data/masks\04131.png,-0.27177542448043823
driving_model/sim_data/RGB\left_04132.png,driving_model/sim_data/RGB\center_04132.png,driving_model/sim_data/RGB\right_04132.png,driving_model/sim_data/masks\04132.png,-0.2197389155626297
driving_model/sim_data/RGB\left_04133.png,driving_model/sim_data/RGB\center_04133.png,driving_model/sim_data/RGB\right_04133.png,driving_model/sim_data/masks\04133.png,-0.1926659643650055
driving_model/sim_data/RGB\left_04134.png,driving_model/sim_data/RGB\center_04134.png,driving_model/sim_data/RGB\right_04134.png,driving_model/sim_data/masks\04134.png,-0.34266597032546997
driving_model/sim_data/RGB\left_04135.png,driving_model/sim_data/RGB\center_04135.png,driving_model/sim_data/RGB\right_04135.png,driving_model/sim_data/masks\04135.png,-0.4301775097846985
driving_model/sim_data/RGB\left_04136.png,driving_model/sim_data/RGB\center_04136.png,driving_model/sim_data/RGB\right_04136.png,driving_model/sim_data/masks\04136.png,-0.38739508390426636
driving_model/sim_data/RGB\left_04137.png,driving_model/sim_data/RGB\center_04137.png,driving_model/sim_data/RGB\right_04137.png,driving_model/sim_data/masks\04137.png,-0.336955726146698
driving_model/sim_data/RGB\left_04138.png,driving_model/sim_data/RGB\center_04138.png,driving_model/sim_data/RGB\right_04138.png,driving_model/sim_data/masks\04138.png,-0.28608769178390503
driving_model/sim_data/RGB\left_04139.png,driving_model/sim_data/RGB\center_04139.png,driving_model/sim_data/RGB\right_04139.png,driving_model/sim_data/masks\04139.png,-0.24205808341503143
driving_model/sim_data/RGB\left_04140.png,driving_model/sim_data/RGB\center_04140.png,driving_model/sim_data/RGB\right_04140.png,driving_model/sim_data/masks\04140.png,-0.20169350504875183
driving_model/sim_data/RGB\left_04141.png,driving_model/sim_data/RGB\center_04141.png,driving_model/sim_data/RGB\right_04141.png,driving_model/sim_data/masks\04141.png,-0.16892093420028687
driving_model/sim_data/RGB\left_04142.png,driving_model/sim_data/RGB\center_04142.png,driving_model/sim_data/RGB\right_04142.png,driving_model/sim_data/masks\04142.png,-0.16892093420028687
driving_model/sim_data/RGB\left_04143.png,driving_model/sim_data/RGB\center_04143.png,driving_model/sim_data/RGB\right_04143.png,driving_model/sim_data/masks\04143.png,-0.16892093420028687
driving_model/sim_data/RGB\left_04144.png,driving_model/sim_data/RGB\center_04144.png,driving_model/sim_data/RGB\right_04144.png,driving_model/sim_data/masks\04144.png,-0.13996312022209167
driving_model/sim_data/RGB\left_04145.png,driving_model/sim_data/RGB\center_04145.png,driving_model/sim_data/RGB\right_04145.png,driving_model/sim_data/masks\04145.png,-0.1077200323343277
driving_model/sim_data/RGB\left_04146.png,driving_model/sim_data/RGB\center_04146.png,driving_model/sim_data/RGB\right_04146.png,driving_model/sim_data/masks\04146.png,-0.1077200323343277
driving_model/sim_data/RGB\left_04147.png,driving_model/sim_data/RGB\center_04147.png,driving_model/sim_data/RGB\right_04147.png,driving_model/sim_data/masks\04147.png,-0.1077200323343277
driving_model/sim_data/RGB\left_04148.png,driving_model/sim_data/RGB\center_04148.png,driving_model/sim_data/RGB\right_04148.png,driving_model/sim_data/masks\04148.png,-0.040197230875492096
driving_model/sim_data/RGB\left_04149.png,driving_model/sim_data/RGB\center_04149.png,driving_model/sim_data/RGB\right_04149.png,driving_model/sim_data/masks\04149.png,-0.0363873615860939
driving_model/sim_data/RGB\left_04150.png,driving_model/sim_data/RGB\center_04150.png,driving_model/sim_data/RGB\right_04150.png,driving_model/sim_data/masks\04150.png,-0.027547139674425125
driving_model/sim_data/RGB\left_04151.png,driving_model/sim_data/RGB\center_04151.png,driving_model/sim_data/RGB\right_04151.png,driving_model/sim_data/masks\04151.png,-0.022804580628871918
driving_model/sim_data/RGB\left_04152.png,driving_model/sim_data/RGB\center_04152.png,driving_model/sim_data/RGB\right_04152.png,driving_model/sim_data/masks\04152.png,-0.01722128316760063
driving_model/sim_data/RGB\left_04153.png,driving_model/sim_data/RGB\center_04153.png,driving_model/sim_data/RGB\right_04153.png,driving_model/sim_data/masks\04153.png,-0.014895030297338963
driving_model/sim_data/RGB\left_04154.png,driving_model/sim_data/RGB\center_04154.png,driving_model/sim_data/RGB\right_04154.png,driving_model/sim_data/masks\04154.png,-0.011092456057667732
driving_model/sim_data/RGB\left_04155.png,driving_model/sim_data/RGB\center_04155.png,driving_model/sim_data/RGB\right_04155.png,driving_model/sim_data/masks\04155.png,-0.009985669516026974
driving_model/sim_data/RGB\left_04156.png,driving_model/sim_data/RGB\center_04156.png,driving_model/sim_data/RGB\right_04156.png,driving_model/sim_data/masks\04156.png,-0.007167106028646231
driving_model/sim_data/RGB\left_04157.png,driving_model/sim_data/RGB\center_04157.png,driving_model/sim_data/RGB\right_04157.png,driving_model/sim_data/masks\04157.png,-0.006827125791460276
driving_model/sim_data/RGB\left_04158.png,driving_model/sim_data/RGB\center_04158.png,driving_model/sim_data/RGB\right_04158.png,driving_model/sim_data/masks\04158.png,-0.004631637595593929
driving_model/sim_data/RGB\left_04159.png,driving_model/sim_data/RGB\center_04159.png,driving_model/sim_data/RGB\right_04159.png,driving_model/sim_data/masks\04159.png,-0.004846330266445875
driving_model/sim_data/RGB\left_04160.png,driving_model/sim_data/RGB\center_04160.png,driving_model/sim_data/RGB\right_04160.png,driving_model/sim_data/masks\04160.png,-0.034280989319086075
driving_model/sim_data/RGB\left_04161.png,driving_model/sim_data/RGB\center_04161.png,driving_model/sim_data/RGB\right_04161.png,driving_model/sim_data/masks\04161.png,-0.023683998733758926
driving_model/sim_data/RGB\left_04162.png,driving_model/sim_data/RGB\center_04162.png,driving_model/sim_data/RGB\right_04162.png,driving_model/sim_data/masks\04162.png,-0.018517624586820602
driving_model/sim_data/RGB\left_04163.png,driving_model/sim_data/RGB\center_04163.png,driving_model/sim_data/RGB\right_04163.png,driving_model/sim_data/masks\04163.png,-0.016283176839351654
driving_model/sim_data/RGB\left_04164.png,driving_model/sim_data/RGB\center_04164.png,driving_model/sim_data/RGB\right_04164.png,driving_model/sim_data/masks\04164.png,-0.01231050118803978
driving_model/sim_data/RGB\left_04165.png,driving_model/sim_data/RGB\center_04165.png,driving_model/sim_data/RGB\right_04165.png,driving_model/sim_data/masks\04165.png,-0.011075997725129128
driving_model/sim_data/RGB\left_04166.png,driving_model/sim_data/RGB\center_04166.png,driving_model/sim_data/RGB\right_04166.png,driving_model/sim_data/masks\04166.png,0.015750205144286156
driving_model/sim_data/RGB\left_04167.png,driving_model/sim_data/RGB\center_04167.png,driving_model/sim_data/RGB\right_04167.png,driving_model/sim_data/masks\04167.png,0.01624058000743389
driving_model/sim_data/RGB\left_04168.png,driving_model/sim_data/RGB\center_04168.png,driving_model/sim_data/RGB\right_04168.png,driving_model/sim_data/masks\04168.png,0.018586061894893646
driving_model/sim_data/RGB\left_04169.png,driving_model/sim_data/RGB\center_04169.png,driving_model/sim_data/RGB\right_04169.png,driving_model/sim_data/masks\04169.png,0.018572892993688583
driving_model/sim_data/RGB\left_04170.png,driving_model/sim_data/RGB\center_04170.png,driving_model/sim_data/RGB\right_04170.png,driving_model/sim_data/masks\04170.png,0.020441493019461632
driving_model/sim_data/RGB\left_04171.png,driving_model/sim_data/RGB\center_04171.png,driving_model/sim_data/RGB\right_04171.png,driving_model/sim_data/masks\04171.png,0.020092014223337173
driving_model/sim_data/RGB\left_04172.png,driving_model/sim_data/RGB\center_04172.png,driving_model/sim_data/RGB\right_04172.png,driving_model/sim_data/masks\04172.png,0.009966559708118439
driving_model/sim_data/RGB\left_04173.png,driving_model/sim_data/RGB\center_04173.png,driving_model/sim_data/RGB\right_04173.png,driving_model/sim_data/masks\04173.png,0.013561016879975796
driving_model/sim_data/RGB\left_04174.png,driving_model/sim_data/RGB\center_04174.png,driving_model/sim_data/RGB\right_04174.png,driving_model/sim_data/masks\04174.png,0.016375629231333733
driving_model/sim_data/RGB\left_04175.png,driving_model/sim_data/RGB\center_04175.png,driving_model/sim_data/RGB\right_04175.png,driving_model/sim_data/masks\04175.png,0.016726946458220482
driving_model/sim_data/RGB\left_04176.png,driving_model/sim_data/RGB\center_04176.png,driving_model/sim_data/RGB\right_04176.png,driving_model/sim_data/masks\04176.png,0.018986141309142113
driving_model/sim_data/RGB\left_04177.png,driving_model/sim_data/RGB\center_04177.png,driving_model/sim_data/RGB\right_04177.png,driving_model/sim_data/masks\04177.png,0.01888294517993927
driving_model/sim_data/RGB\left_04178.png,driving_model/sim_data/RGB\center_04178.png,driving_model/sim_data/RGB\right_04178.png,driving_model/sim_data/masks\04178.png,0.0207714531570673
driving_model/sim_data/RGB\left_04179.png,driving_model/sim_data/RGB\center_04179.png,driving_model/sim_data/RGB\right_04179.png,driving_model/sim_data/masks\04179.png,0.020373251289129257
driving_model/sim_data/RGB\left_04180.png,driving_model/sim_data/RGB\center_04180.png,driving_model/sim_data/RGB\right_04180.png,driving_model/sim_data/masks\04180.png,-0.001643098657950759
driving_model/sim_data/RGB\left_04181.png,driving_model/sim_data/RGB\center_04181.png,driving_model/sim_data/RGB\right_04181.png,driving_model/sim_data/masks\04181.png,-0.0024539821315556765
driving_model/sim_data/RGB\left_04182.png,driving_model/sim_data/RGB\center_04182.png,driving_model/sim_data/RGB\right_04182.png,driving_model/sim_data/masks\04182.png,-0.0009003295563161373
driving_model/sim_data/RGB\left_04183.png,driving_model/sim_data/RGB\center_04183.png,driving_model/sim_data/RGB\right_04183.png,driving_model/sim_data/masks\04183.png,-0.0016922358190640807
driving_model/sim_data/RGB\left_04184.png,driving_model/sim_data/RGB\center_04184.png,driving_model/sim_data/RGB\right_04184.png,driving_model/sim_data/masks\04184.png,-0.0005975061794742942
driving_model/sim_data/RGB\left_04185.png,driving_model/sim_data/RGB\center_04185.png,driving_model/sim_data/RGB\right_04185.png,driving_model/sim_data/masks\04185.png,-0.006045629270374775
driving_model/sim_data/RGB\left_04186.png,driving_model/sim_data/RGB\center_04186.png,driving_model/sim_data/RGB\right_04186.png,driving_model/sim_data/masks\04186.png,-0.0031365358736366034
driving_model/sim_data/RGB\left_04187.png,driving_model/sim_data/RGB\center_04187.png,driving_model/sim_data/RGB\right_04187.png,driving_model/sim_data/masks\04187.png,-0.0036217751912772655
driving_model/sim_data/RGB\left_04188.png,driving_model/sim_data/RGB\center_04188.png,driving_model/sim_data/RGB\right_04188.png,driving_model/sim_data/masks\04188.png,-0.0018188022077083588
driving_model/sim_data/RGB\left_04189.png,driving_model/sim_data/RGB\center_04189.png,driving_model/sim_data/RGB\right_04189.png,driving_model/sim_data/masks\04189.png,-0.002659411868080497
driving_model/sim_data/RGB\left_04190.png,driving_model/sim_data/RGB\center_04190.png,driving_model/sim_data/RGB\right_04190.png,driving_model/sim_data/masks\04190.png,-0.0011076726950705051
driving_model/sim_data/RGB\left_04191.png,driving_model/sim_data/RGB\center_04191.png,driving_model/sim_data/RGB\right_04191.png,driving_model/sim_data/masks\04191.png,-0.0017752982676029205
driving_model/sim_data/RGB\left_04192.png,driving_model/sim_data/RGB\center_04192.png,driving_model/sim_data/RGB\right_04192.png,driving_model/sim_data/masks\04192.png,-0.0003855706308968365
driving_model/sim_data/RGB\left_04193.png,driving_model/sim_data/RGB\center_04193.png,driving_model/sim_data/RGB\right_04193.png,driving_model/sim_data/masks\04193.png,-0.001542302779853344
driving_model/sim_data/RGB\left_04194.png,driving_model/sim_data/RGB\center_04194.png,driving_model/sim_data/RGB\right_04194.png,driving_model/sim_data/masks\04194.png,-8.836112101562321e-05
driving_model/sim_data/RGB\left_04195.png,driving_model/sim_data/RGB\center_04195.png,driving_model/sim_data/RGB\right_04195.png,driving_model/sim_data/masks\04195.png,-0.0012007019249722362
driving_model/sim_data/RGB\left_04196.png,driving_model/sim_data/RGB\center_04196.png,driving_model/sim_data/RGB\right_04196.png,driving_model/sim_data/masks\04196.png,0.00039295118767768145
driving_model/sim_data/RGB\left_04197.png,driving_model/sim_data/RGB\center_04197.png,driving_model/sim_data/RGB\right_04197.png,driving_model/sim_data/masks\04197.png,-0.0028208529110997915
driving_model/sim_data/RGB\left_04198.png,driving_model/sim_data/RGB\center_04198.png,driving_model/sim_data/RGB\right_04198.png,driving_model/sim_data/masks\04198.png,-0.0008233095868490636
driving_model/sim_data/RGB\left_04199.png,driving_model/sim_data/RGB\center_04199.png,driving_model/sim_data/RGB\right_04199.png,driving_model/sim_data/masks\04199.png,-0.001838270341977477
driving_model/sim_data/RGB\left_04200.png,driving_model/sim_data/RGB\center_04200.png,driving_model/sim_data/RGB\right_04200.png,driving_model/sim_data/masks\04200.png,-0.00021300086518749595
driving_model/sim_data/RGB\left_04201.png,driving_model/sim_data/RGB\center_04201.png,driving_model/sim_data/RGB\right_04201.png,driving_model/sim_data/masks\04201.png,-0.0015981573378667235
driving_model/sim_data/RGB\left_04202.png,driving_model/sim_data/RGB\center_04202.png,driving_model/sim_data/RGB\right_04202.png,driving_model/sim_data/masks\04202.png,-8.836112101562321e-05
driving_model/sim_data/RGB\left_04203.png,driving_model/sim_data/RGB\center_04203.png,driving_model/sim_data/RGB\right_04203.png,driving_model/sim_data/masks\04203.png,-0.0006948008667677641
driving_model/sim_data/RGB\left_04204.png,driving_model/sim_data/RGB\center_04204.png,driving_model/sim_data/RGB\right_04204.png,driving_model/sim_data/masks\04204.png,-0.0003670363512355834
driving_model/sim_data/RGB\left_04205.png,driving_model/sim_data/RGB\center_04205.png,driving_model/sim_data/RGB\right_04205.png,driving_model/sim_data/masks\04205.png,-0.0006948008667677641
driving_model/sim_data/RGB\left_04206.png,driving_model/sim_data/RGB\center_04206.png,driving_model/sim_data/RGB\right_04206.png,driving_model/sim_data/masks\04206.png,0.0002485241857357323
driving_model/sim_data/RGB\left_04207.png,driving_model/sim_data/RGB\center_04207.png,driving_model/sim_data/RGB\right_04207.png,driving_model/sim_data/masks\04207.png,-0.000870533986017108
driving_model/sim_data/RGB\left_04208.png,driving_model/sim_data/RGB\center_04208.png,driving_model/sim_data/RGB\right_04208.png,driving_model/sim_data/masks\04208.png,0.0002485241857357323
driving_model/sim_data/RGB\left_04209.png,driving_model/sim_data/RGB\center_04209.png,driving_model/sim_data/RGB\right_04209.png,driving_model/sim_data/masks\04209.png,-0.0012311208993196487
